theta1;theta2;theta3;theta4;theta5;theta6;theta7;theta8;y
0.59782802;11.966.256;-0.84135941;-0.47059069;14.412.851;0.90070591;-15.329.818;-11.292.171;11.962.654
0.88223707;-0.78934384;-0.41904086;1.312.576;-11.417.501;-11.707.878;-0.62327903;-0.39135908;0.9746228
-0.55896561;0.44392516;0.63097837;0.20096679;-0.54657097;15.050.721;-13.806.714;0.92290361;0.74218305
-11.730.085;-0.23235593;-11.633.258;0.43669699;-0.20137231;-0.35787226;-11.400.424;11.980.743;11.602.154
-12.592.038;-0.20647787;12.552.962;0.80585558;-0.96917507;13.909.172;-0.11906037;15.675.131;0.43252682
14.710.633;11.862.607;-11.729.539;0.60878226;0.23248273;0.55380136;0.14683482;-0.20347306;0.91887276
-0.17337654;0.93615224;-0.34298401;-0.36374604;-0.80396448;-0.79954032;-1.439.022;142.265;0.79498304
14.584.204;0.81466099;0.29025601;0.059571659;-0.24107204;-12.823.439;14.793.818;-0.18294828;0.72631921
0.96534508;0.94641628;-0.56065237;-0.94718324;0.95669472;-10.283.857;14.062.218;0.80746286;10.521.215
13.703.498;0.53480185;-12.480.114;-0.85869787;0.49690597;0.96504774;0.16835084;-0.65196704;0.75161421
0.45325325;0.3180298;10.857.778;0.34158319;11.453.729;-0.48554193;-11.024.323;0.26505224;0.71842416
-0.53476544;12.777.134;-0.84409814;12.988.767;-1.397.504;1.354.485;0.53390565;-0.045357902;0.8122204
0.29387345;-13.976.139;0.67498252;-0.70745104;-13.038.628;0.84828067;0.96368751;10.767.624;0.54506671
0.54734304;-0.0083556592;0.14007814;0.79850037;-14.126.009;0.50572957;-13.557.053;-15.689.037;0.31069716
0.61112706;0.93810477;12.403.319;-0.48816424;-0.56723649;-13.528.185;0.63182791;-1.176.581;0.47313134
134.615;-0.9266547;-13.499.454;12.635.456;11.900.389;-11.149.177;0.54859501;15.283.127;0.95621114
-10.064.738;-14.107.449;0.050087567;-0.75586603;-15.363.564;11.781.732;-0.33814249;0.69011258;0.59161535
-14.695.318;-0.79018611;-0.12509317;0.76033364;-0.79216803;0.099281817;-0.019675977;-0.037925491;0.93751766
0.78042749;-11.458.707;-0.71538153;-10.714.129;0.10165892;0.44379765;-0.82691352;0.32958623;0.88723238
0.49553206;-0.6866271;-0.54236395;0.37197367;-0.44501213;0.76608784;0.47040359;0.72790627;0.62190901
0.045220216;-10.718.749;13.910.535;-0.0079488422;0.81330412;13.916.393;-13.154.977;0.55887907;0.58815082
-0.24924933;-11.094.745;-0.29613533;14.922.934;0.13263146;0.12468783;0.95890543;-0.28142657;0.39387183
-13.904.976;15.566.968;-0.8638051;-15.004.553;-13.937.612;0.1860998;-0.046719052;13.021.814;0.39216641
0.21491115;0.2194964;-0.67270155;-0.58881655;-12.288.562;-12.470.062;0.19105988;14.279.069;0.85521912
-0.8197775;0.84627888;0.49700185;-0.22285826;-0.55653785;-0.86777898;0.4357121;0.20509469;0.82362996
10.249.346;14.192.658;-0.3846967;-0.80034896;-12.102.875;-14.882.969;-0.039187947;0.69934522;0.85985757
0.72361063;-0.51214624;-0.19977729;0.8348124;0.51028621;-0.44552119;11.026.389;11.969.878;0.80770153
0.61872155;0.32196642;0.70560241;0.33915453;-0.16768903;-14.592.884;-0.20380119;-0.98464877;0.7097669
0.18140418;14.671.449;-0.45254066;13.210.345;-0.3408813;0.15346994;-0.9506561;0.91817249;0.8720139
1.515.112;-0.055639359;-0.055025863;0.99219495;10.730.689;0.12175527;0.46314311;0.22189153;0.81220741
-12.619.979;10.639.102;-1.191.447;0.24670448;-0.81504892;11.640.754;-0.82039429;0.26040879;0.63336175
-15.064.701;-0.80658431;-0.13746632;-0.54004047;-11.832.325;-12.232.018;0.083353196;0.45202324;0.79037631
-1.147.331;-0.29013931;-13.258.062;-0.39895325;-0.30730099;0.22912206;-0.23315507;0.78350977;10.158.246
-0.096647094;-0.61963881;0.49224606;-10.486.077;-0.029408648;-0.73809429;-10.711.954;-11.076.527;0.65734107
-0.14430909;0.11019693;1.366.049;0.38457252;-10.410.987;0.99873101;0.88709729;0.75946245;0.31208744
-0.093363579;-14.597.964;0.42583553;125.428;0.92485922;0.14255515;-0.55457401;-0.0056326333;0.87418197
-15.069.362;104.005;0.46964409;0.59769819;-0.49150978;-11.108.341;0.37997525;-0.41988748;0.78948192
0.44345284;0.29816078;-15.141.462;-12.997.597;-15.577.479;0.69631912;-0.61383449;-10.316.942;0.63297485
1.254.055;0.34791866;-13.550.216;-15.674.444;0.96470031;0.60280464;0.27391785;-12.343.354;0.86453714
-0.043017174;0.96503724;-0.44361103;13.581.156;-0.041635166;-0.29875208;1.304.042;-15.395.885;0.57454398
-0.42333589;-0.66193096;-0.77118155;-0.96376074;0.81293188;-0.86109159;12.841.037;14.353.653;11.756.956
0.70102456;-0.69412292;0.96292868;0.12494066;0.15971034;0.95093412;-0.81090613;-0.1060018;0.49395268
11.473.334;-13.903.599;-15.430.191;12.937.765;13.315.576;10.678.771;-0.67035969;-0.28928944;12.871.159
0.13684727;-0.61282324;0.32512827;15.386.379;-12.169.368;-0.10846689;-0.98409052;10.977.404;0.85457354
0.34626202;1.562.073;12.011.632;14.387.879;-12.879.548;-0.87930526;0.87586995;-0.85055966;0.33314553
13.961.877;-0.52807674;0.074725166;0.86915276;-10.837.546;-0.43169706;-0.75697331;-11.095.676;0.56543324
1.170.678;-0.38658093;-0.73120054;-0.55535591;0.28985557;15.466.197;0.99976473;-0.0083317391;0.63116762
-0.20961414;-0.45200113;0.62293328;-0.19505509;-10.076.651;0.500507;-13.333.695;13.401.311;0.61499693
-1.259.491;-0.4120208;-12.886.408;15.318.521;0.49828975;-11.640.197;-0.95998227;15.061.127;0.79425086
-0.21475832;-0.76335093;-0.046770185;0.48563983;-0.73015222;-0.98151771;0.79786028;14.249.295;0.89341528
0.24681633;0.62539258;-0.66833876;0.29084559;-0.60741372;0.13492383;13.202.456;0.42971656;0.48658891
1.339.828;-0.795966;15.657.148;-0.076369474;13.736.881;-0.56504802;0.29939161;-0.27533879;0.52473946
-0.44711996;-0.89898435;0.98865734;13.696.462;0.010656993;0.27244161;-0.95656309;-0.053107191;0.66460262
-0.055490401;-13.108.462;0.4804115;11.942.562;0.041303699;-15.160.144;-14.262.841;-0.36024222;0.77171629
0.42584196;0.59692636;0.38289354;0.22896706;-0.1007043;-13.369.823;-1.205.219;-0.74195363;0.70971905
0.57780346;14.359.384;13.099.092;-0.20166979;0.78119763;1.151.114;0.8736723;-10.334.463;0.20938624
0.47991702;0.10211694;-0.63789258;0.31423924;0.87290538;0.84600852;0.0062897395;0.73327727;101.928
14.969.549;0.96982911;11.950.986;0.40167843;-0.31691784;0.016787847;-11.024.988;-0.27693776;0.61596995
14.474.089;13.350.904;-1.321.797;-0.27321664;-14.385.882;-0.58998828;-0.58311835;13.473.224;0.94241972
12.491.056;-15.313.883;-12.409.523;10.563.229;-0.65505102;-10.666.683;12.990.427;-0.15282883;0.78030292
-15.457.567;10.246.492;0.3484448;0.4785654;-1.301.754;-1.566.004;-10.584.876;12.285.648;0.56240945
14.391.903;-0.93241122;0.38301967;0.7714138;-0.52757876;0.43377336;0.83872248;-11.994.558;0.25243333
13.489.403;-0.77127368;0.28818126;-0.20117021;-14.418.296;-12.076.562;0.082499298;0.34604852;0.6101754
-1.233.919;-0.58545428;-0.87345508;-0.71403718;14.160.581;0.75258478;1.123.345;0.94949041;1.100.055
-0.82361563;-0.26190375;0.50290835;0.061052237;-10.174.669;0.64045289;-0.91176024;-12.054.323;0.65144884
-0.65065363;-0.44508103;14.964.446;-11.958.428;-0.87784038;0.99530227;0.73460869;0.43024514;0.32377273
0.3484232;-0.34468227;-0.846132;13.791.265;-0.94420259;-0.93554629;0.10907783;-0.81622188;0.53565543
0.020013298;0.022021709;10.494.184;0.30905065;-10.284.901;-0.055344954;-14.190.304;10.940.444;0.72690578
0.21308417;-0.58907179;0.67431059;11.616.394;-0.79090091;-0.27121113;13.268.411;-0.13838033;0.17949574
-0.10997546;-13.710.548;14.133.708;-13.247.671;-0.5930341;0.2055579;11.935.836;-0.97971969;0.38597448
-11.010.246;0.26473604;0.94087255;-0.89285319;1.149.354;-0.94024435;1.489.671;-10.617.552;0.73279689
-0.93983898;0.92348695;-15.325.225;12.045.932;-0.46010338;-0.47575721;1.549.239;-0.67364337;0.72656311
0.054163795;-15.640.755;0.81194505;11.747.339;-14.979.602;-0.69815681;0.54030487;0.37580739;0.77979466
-0.73096546;14.295.898;-0.71805883;-11.578.395;0.50634461;-0.072932194;-14.404.283;-15.480.838;0.98598997
14.324.402;0.21572822;-15.574.402;-0.78350586;-0.4405943;-0.55025539;-0.16505911;0.025152727;0.74397528
0.99825402;0.34635526;-0.14807839;11.734.728;-0.33445519;0.7063987;-0.12221108;-13.731.318;0.35001258
15.506.065;-0.17838487;-0.61217023;-0.3615519;-0.87905925;0.36423166;0.60002404;-0.086889959;0.71146623
15.315.606;-10.351.859;-0.029034586;-0.76265165;0.56145216;-13.225.335;0.091632975;0.48104893;0.679783
-12.719.274;-0.22846541;-10.374.189;-0.18831494;-10.179.224;-1.052.794;0.69500372;-1.470.093;0.65847158
1.253.699;-0.79184024;-0.060730477;-14.253.625;0.89198793;-0.85812406;0.48597041;0.77235073;0.57395372
0.25639024;-0.67235646;0.32047877;-14.242.631;-0.039062365;0.56081538;-0.43615894;-0.16214638;0.84457594
-11.143.688;0.013780054;-15.447.659;13.461.845;0.071690721;0.84607929;-11.875.853;-14.333.687;0.93279623
0.97856139;-0.87648647;-0.75834595;-0.42739451;-14.656.295;12.062.705;-12.080.338;-0.89582732;0.52051577
0.44375464;-0.18008405;-0.078997036;-15.386.897;0.39291885;10.911.244;0.69006767;14.837.496;0.84273374
0.043222274;-13.189.347;11.905.123;0.83241563;0.15927163;10.516.359;-0.7927545;-0.58279074;0.32115259
0.72885309;-0.25796653;0.13660192;0.89736394;0.24134205;0.24381157;-0.33044981;0.52192932;0.88479095
0.76408822;-0.24559333;-0.63574916;-0.7905203;0.43971022;11.042.254;0.4659245;0.73937297;0.93467829
-0.79997875;0.36569187;-0.47954061;-0.47935089;11.836.709;13.292.307;-11.974.285;-14.990.863;0.88178239
0.77372933;12.280.465;-14.538.126;-14.068.305;13.914.681;0.51521617;-0.13750567;0.42978018;11.939.847
10.169.314;-0.48680611;10.797.732;-0.97320248;0.38873461;10.088.758;11.544.628;0.79393674;0.48126825
13.023.274;-10.430.435;-12.333.785;-14.828.098;-10.501.092;10.000.824;0.5805635;13.507.718;0.75300359
0.73987734;-0.34434304;-11.635.716;0.67020231;0.28207682;0.86433442;-0.25611579;12.729.365;0.98837816
0.69480241;-0.55981961;0.26654811;14.805.115;0.20180913;0.14416127;-0.55622114;-0.0018345556;0.65877603
0.24413423;0.18184431;-0.037006835;15.435.905;-11.140.179;0.7505853;0.97109042;0.58255066;0.29201988
0.24403171;-0.5123908;0.061465957;-0.14585038;0.59304938;-15.489.769;0.54285974;-14.154.018;0.84972629
-14.790.684;-0.64666929;-0.52565149;-0.86512461;-0.89258923;0.72342719;0.65860629;-0.5178522;10.233.705
0.72089203;13.398.913;-0.46612549;-0.85852764;-0.64221369;0.67714504;13.650.365;-13.303.454;0.81462395
-10.905.024;0.61632839;0.96105065;0.061038356;0.82685219;-12.135.251;-0.88248123;-0.39977866;0.79957806
-0.022032043;0.80031955;14.503.784;-14.291.514;-15.012.001;-0.49735229;-0.4031053;0.78670476;0.47487071
0.41538735;-13.290.656;0.89259766;0.8699633;-0.53876487;0.77817499;14.245.977;-0.81665918;0.39600777
0.79634612;-0.88144762;0.78391009;0.50099471;-0.95113849;0.33679729;11.351.581;0.027506304;0.21405211
100.448;12.607.679;-0.6626315;0.74977089;-13.611.252;-0.59782871;-0.29082439;0.48433703;0.89090561
-0.62356509;-0.3166015;0.098390376;0.47123181;0.64566792;-0.89379308;0.43268811;0.38583064;10.837.008
0.09454821;0.73659372;11.693.148;0.037940815;0.67978068;11.157.802;-0.59799008;0.40839992;0.668901
-0.57410972;-10.859.334;-11.298.864;-0.072034637;-0.8985466;0.75045975;-0.46437236;-0.40244914;0.63237602
-12.309.934;13.700.976;0.92692827;-11.729.732;-0.23678447;-0.51756161;-0.99013778;-0.11369654;0.46486799
12.233.102;-0.64326082;-0.27457281;-0.66647865;0.76137642;0.41200237;-0.22934234;-0.80936126;0.97517788
-15.488.968;-10.642.565;0.25441371;14.128.143;0.74654864;0.4535514;0.17750881;0.16141885;0.6590818
-10.716.194;12.696.937;0.22369114;10.125.815;-0.27809289;13.345.509;-11.224.283;-13.694.194;0.12184821
0.044131236;-10.964.628;-0.90939638;0.44912178;0.78274991;-1.174;0.61086514;-0.52428202;13.142.273
0.2978176;0.33242778;-0.37661748;-0.85743118;-13.122.513;0.92517821;0.085688097;0.55955237;0.57534419
0.86334978;13.620.233;0.49925693;-0.36033848;-10.271.317;-14.135.159;13.104.082;-1.531.681;0.5518074
-0.696727;-12.593.622;-0.18281129;0.78174786;0.048331726;-0.23799228;14.657.363;-0.75170276;0.50281336
-1.174.942;-11.907.047;-0.031680027;0.69588922;-13.611.805;-0.68875553;14.014.597;-15.242.383;0.65706946
0.80159877;-0.22951304;-15.170.584;-0.33929727;-0.28353396;0.85470995;-13.286.394;-13.259.076;0.7306852
13.212.937;0.45006278;-0.034053669;-0.57847042;0.44073845;-13.930.442;-0.0012810371;-1.211.848;0.80028498
-0.93579908;-0.74990723;-0.57014889;0.8768494;-0.38438222;13.965.594;0.46075749;-0.58494487;0.78879462
-11.623.332;0.37890159;-0.63483936;-0.0032223002;-11.974.384;11.349.936;-0.074731567;-11.250.767;0.68155734
-0.91096501;0.19063651;-0.896463;-0.75012378;-0.30499411;0.086569679;0.62360668;0.082149525;10.065.064
15.336.536;-0.3967306;0.22469743;-0.11906013;10.432.101;0.41919746;0.6042956;15.278.876;0.83102331
-0.65183309;-13.916.499;0.29538341;0.15096548;0.0042232668;-11.406.765;-0.37291587;-0.17153979;0.93735019
-0.62515839;-0.30183907;0.79261698;-11.300.513;-12.761.867;-13.516.567;-0.1196629;0.91273832;0.43756893
-15.512.901;0.66287298;11.607.413;12.962.085;-1.217.279;-0.43689962;-0.55509454;-0.0039942894;0.68747826
-0.45464638;0.81866125;-0.71171206;-15.681.685;-0.75671412;-10.699.186;10.562.604;-11.585.754;0.71500811
-0.88834096;-0.93612511;14.402.496;-13.870.646;-0.92717205;0.35364755;-0.57158124;-0.58556178;0.74902059
-14.981.918;-0.35878852;0.30400589;13.641.681;-0.68113;-0.13888742;0.424364;10.728.692;0.66352329
-0.2441283;-14.423.796;11.973.784;0.2307279;0.21170583;-0.077551348;0.87037592;-10.291.015;0.24068759
-0.14437953;-15.455.187;-0.70419015;11.184.814;-12.846.275;0.35544644;11.527.456;15.003.537;0.53318394
-12.771.912;-0.84551579;-0.94429501;-0.97307136;14.311.077;-13.208.633;-0.0064200972;-11.202.442;12.725.664
0.75053841;-11.603.785;0.55985128;0.72106962;0.59419138;-12.555.533;-10.884.232;-0.37924001;0.76170882
0.80456934;0.52511101;0.35046996;-12.472.995;-0.54853995;-0.0061979253;0.36563889;0.40467863;0.62725381
0.98214433;0.80704035;-0.13756294;0.4847993;12.635.825;-0.49597261;0.33756952;-0.11435095;10.914.432
0.97188401;-14.699.279;0.19184685;-12.694.702;-0.1348655;-11.663.666;-0.18544312;0.75829012;0.30627594
13.142.686;0.40722571;10.959.619;-14.297.394;15.454.652;0.41509283;-0.28263332;-0.85935131;0.68947698
0.37372874;-12.879.346;0.67389221;0.41245594;-0.054722296;-1.012.043;-0.13017398;-12.161.059;0.76137225
12.152.302;-0.74285223;0.66486901;-13.480.682;0.7690144;-0.82431129;-12.856.449;0.10996205;0.37381997
0.88031076;-0.42821008;-0.19165048;0.18323529;0.31285589;0.22378443;0.040939967;0.87565774;0.99991259
-15.184.421;0.46194752;-0.93715691;0.87469526;-0.85708669;0.65843511;0.069226576;-11.818.863;0.69807801
-12.993.836;10.765.914;11.494.192;14.911.431;-0.85369024;-1.511.993;11.017.815;0.32790653;0.59581508
-15.294.654;-13.027.178;0.63452162;11.566.947;-0.31815595;0.27612559;10.950.664;0.77146307;0.34112014
-12.133.047;-10.185.903;-13.021.506;0.39323252;-0.25640351;0.71038193;1.330.688;0.62687967;0.90200744
0.066331183;-0.90835287;-0.91068922;-0.85201084;0.89131316;13.369.888;-0.12563488;-0.93511393;0.95122876
-0.43719604;14.535.885;-0.11426691;-0.36692525;11.865.802;-10.411.844;-0.39521832;0.92826025;0.81415292
0.23139519;1.438.266;-0.97091173;0.033702626;0.022825426;-0.5147251;-11.074.543;0.12093347;0.99489583
-0.23267909;15.235.061;-0.68121643;0.9533497;0.35262842;0.96149007;0.95249291;-0.081646296;0.55604448
0.64530702;-1.555.191;-1.240.836;0.82590907;-15.594.205;-0.58892631;-10.078.663;0.6467001;1.288.341
0.89718957;-0.044443686;-0.83823907;14.973.892;11.279.725;1.073.952;0.25937945;-0.82200972;0.44239757
-0.57963119;0.73401982;-13.825.633;-0.67804962;14.636.141;146.083;-11.401.043;12.071.514;1.238.331
0.21746846;-0.36318189;-15.227.509;-14.233.932;0.29217715;0.62330689;-11.595.442;0.18897236;10.608.479
13.201.211;0.11642955;-14.598.676;0.25884117;0.31198191;-12.925.831;-11.604.405;-0.091786601;0.65071087
13.480.426;-0.38069997;-0.15594833;-0.76223479;0.16180569;-0.33088725;-0.51547118;-0.13541802;0.76505684
-0.61456966;0.99989573;-0.9353185;0.53476362;-11.509.453;-0.60294934;0.98840514;-1.457.615;0.55036452
0.48430308;0.86834629;0.63164365;-0.32448459;-11.513.619;10.083.693;-0.61681561;0.0048025911;0.40071806
-0.184766;-15.433.294;0.59317587;0.19235677;12.713.074;-12.302.692;0.43586678;-0.96426055;0.81557157
-14.685.428;13.940.925;12.332.994;0.24141909;0.89263828;0.828373;-0.58114457;11.493.815;0.63534153
-14.476.953;0.51399781;-0.16539463;-14.071.417;14.666.492;-10.736.853;-0.085265922;0.0011045229;0.82437201
0.22053264;-0.61855491;0.52203272;0.07904237;10.379.162;-0.12082826;-0.49810244;-0.28583955;0.8952895
-0.58718351;-0.52221239;-0.66441644;-0.42857757;-1.005.607;-12.916.549;0.73668828;-0.61007144;0.69374802
-10.507.242;0.78617672;1.514.732;0.56873831;0.53114187;-0.43877232;0.50328897;0.68778605;0.49673906
-0.62928685;-0.2665067;-13.654.282;-10.816.669;-15.048.403;-11.283.948;-15.312.435;-14.408.004;10.660.064
13.183.112;0.73309687;0.58242656;0.82177998;11.112.956;0.86264856;0.31682686;-0.13633289;0.47182304
-0.79664255;-0.16727442;-0.3595959;12.148.007;0.77755613;0.084181101;-0.090592094;-11.258.629;0.58481067
0.29661256;0.34430828;0.69592172;-0.054906709;-0.63950134;1.115.071;10.911.173;-0.56440517;0.40377057
-0.54031224;-0.024324614;0.20685963;0.81118571;-0.71062709;1.397.564;0.93290397;-14.894;0.70675102
13.165.576;-0.41674341;-10.532.027;-0.91392897;0.82581358;-0.83080767;-0.37187444;-0.13537713;0.87996056
11.471.943;1.545.206;-14.447.187;-11.577.536;-0.10742151;0.99488789;-14.659.143;-0.77035176;0.77208658
0.94024028;-12.691.815;-0.017735153;0.65952068;0.9824954;15.246.678;-1.251.547;-0.79864661;0.67284092
0.40728168;0.28108749;0.37659157;1.025.146;0.58917494;-0.87948412;13.540.545;11.719.156;0.71670385
-0.34717666;-0.71795509;-0.93459903;1.134.976;-0.036816134;-0.29621708;-0.1029677;-14.000.602;0.75569824
-10.606.245;0.1861656;0.15743707;-0.20896924;0.1249953;0.90387582;0.43945986;-0.28220385;0.57307662
-0.51982575;-0.14102183;0.82388041;0.154633;-0.92950644;-130.122;0.11752206;0.80484679;0.78132423
0.057774262;-13.930.965;-11.823.106;0.81976281;0.92555412;-0.97891503;-0.86851159;-0.63799257;12.744.012
0.25989622;0.51793351;-0.52108341;-12.718.153;-13.786.595;-0.10422081;-1.234.884;-0.48539176;0.40780848
12.620.385;-0.44478549;0.91147312;-0.0039683445;12.580.103;13.695.759;-1.333.879;0.73675038;0.59323219
-0.95228508;14.808.442;0.72288346;-0.72252027;0.46110673;0.013280756;-0.098604198;15.470.183;0.698046
13.592.387;0.85127865;0.96345159;-11.426.519;-0.48832224;0.15658447;15.201.714;0.91639227;0.62957925
-0.93691175;0.62732097;0.96231646;0.0059501874;-13.918.052;-0.93942782;-10.524.297;-14.238.442;0.66494494
-10.134.816;0.1986457;0.73375356;-0.52616499;0.22900411;0.68137661;-10.195.969;-10.390.384;0.72293933
0.13017491;-0.87471331;14.448.755;0.32839982;0.42110102;0.79140123;10.224.853;0.99444472;0.26948015
13.012.332;13.470.428;-0.48933215;-0.36258777;-0.56340903;-0.42287493;0.39844882;0.35943648;0.65433841
11.998.562;14.310.173;0.48420337;0.67717884;-0.45532958;-0.97630646;-11.461.661;-0.23377535;0.84217692
0.099710281;-0.92628504;12.810.325;-0.64538722;0.19548224;-0.24425419;0.63246333;10.700.769;0.68706873
1.361.804;-14.810.236;0.97867466;0.89648009;-0.63587586;0.88147904;-1.338.322;-0.8355129;0.54459505
13.378.726;-0.72543688;-0.79407074;0.062457225;0.53269662;-0.73265804;0.62551654;0.45377675;12.414.818
1.245.808;0.10339871;-0.46132336;0.42664168;-0.50695021;12.595.553;12.875.096;-11.610.893;0.5744698
-0.42010161;0.52142671;-0.011016363;14.522.329;-0.31296832;12.951.227;-0.11643977;11.463.003;0.23783005
-14.890.132;-1.424.716;0.2019464;0.64533123;-10.323.954;-0.96809142;0.20903169;-15.194.284;0.53373692
0.083047827;0.0179642;1.193.128;13.041.088;-0.45303395;-0.40408184;0.8949973;0.97275038;0.25587147
0.91768472;0.33141914;0.11662815;-0.73547376;10.790.496;0.71979988;0.27406382;0.16754699;0.89561183
14.486.855;0.11763347;-0.18444857;10.596.739;-0.82850798;-0.59666688;0.61586495;10.952.227;0.6185171
0.71445109;10.039.807;0.72478449;0.25098476;-11.949.816;-0.21646343;-0.7056175;0.81671164;0.68232486
0.61240922;0.4092108;14.982.814;-0.85804922;0.14686587;-0.1366093;0.19902138;0.8541684;0.62205765
0.90418952;0.65953197;-13.904.618;-13.228.928;-0.91713271;0.51175559;-0.84388918;-10.701.026;0.4218443
0.82955729;12.148.859;0.81702867;-0.80878164;15.456.416;-0.60451497;10.454.347;0.40349009;0.84336009
